Image_number,URL,PMID,Pathophysiological_Process,Anatomy,Cell,Subject,Predicate,Object,Source,Subject_Object,Normalized_Subject_Object,Category_BERT_Keywords
image_22,https://www.mdpi.com/viruses/viruses-15-01598/article_deploy/html/images/viruses-15-01598-g001-550.jpg,37515284,COVID-19,Missing,Missing,stroke,increases,vascular risk factors,CBM,stroke vascular risk factors,stroke vascular risk factors,Systemic Cross-Organ Effects
image_22,https://www.mdpi.com/viruses/viruses-15-01598/article_deploy/html/images/viruses-15-01598-g001-550.jpg,37515284,COVID-19,Missing,Missing,low healthcare,increases,vascular risk factors,CBM,low healthcare vascular risk factors,low healthcare vascular risk factors,Systemic Cross-Organ Effects
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,SARS-CoV-2 S binding to ACE2,decreases,ACE2,CBM,SARS-CoV-2 S binding to ACE2 ACE2,sars cov 2 s binding to ace2 ace2,Systemic Cross-Organ Effects
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,ACE2,negativeCorrelation,microglial cell activation,CBM,ACE2 microglial cell activation,ace2 microglial cell activation,Immune and Inflammatory Response
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,microglial cell activation,increases,astrocyte activation,CBM,microglial cell activation astrocyte activation,microglial cell activation astrocyte activation,Immune and Inflammatory Response
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,astrocyte activation,decreases,angiotensin 1-7,CBM,astrocyte activation angiotensin 1-7,astrocyte activation angiotensin 1 7,Viral Entry and Neuroinvasion
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,angiotensin 1-7,increases,MAS1,CBM,angiotensin 1-7 MAS1,angiotensin 1 7 mas1,Viral Entry and Neuroinvasion
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,astrocyte activation,decreases,MAS1,CBM,astrocyte activation MAS1,astrocyte activation mas1,Immune and Inflammatory Response
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,microglial cell activation,increases,angiotensin II,CBM,microglial cell activation angiotensin II,microglial cell activation angiotensin ii,Viral Entry and Neuroinvasion
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,angiotensin II,increases,cytokine production involved in inflammatory response,CBM,angiotensin II cytokine production involved in inflammatory response,angiotensin ii cytokine production involved in inflammatory response,Viral Entry and Neuroinvasion
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,angiotensin 1-7,decreases,cytokine production involved in inflammatory response,CBM,angiotensin 1-7 cytokine production involved in inflammatory response,angiotensin 1 7 cytokine production involved in inflammatory response,Viral Entry and Neuroinvasion
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,angiotensin II,increases,AGTR1,CBM,angiotensin II AGTR1,angiotensin ii agtr1,Viral Entry and Neuroinvasion
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,microglial cell activation,increases,AGTR1,CBM,microglial cell activation AGTR1,microglial cell activation agtr1,Immune and Inflammatory Response
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,microglial cell activation,increases,NLRP3,CBM,microglial cell activation NLRP3,microglial cell activation nlrp3,Immune and Inflammatory Response
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,NLRP3,increases,NLRP3 inflammasome complex,CBM,NLRP3 NLRP3 inflammasome complex,nlrp3 nlrp3 inflammasome complex,Immune and Inflammatory Response
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,NLRP3 inflammasome complex,increases,cytokine production involved in inflammatory response,CBM,NLRP3 inflammasome complex cytokine production involved in inflammatory response,nlrp3 inflammasome complex cytokine production involved in inflammatory response,Immune and Inflammatory Response
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,AGTR1,increases,cytokine production involved in inflammatory response,CBM,AGTR1 cytokine production involved in inflammatory response,agtr1 cytokine production involved in inflammatory response,Immune and Inflammatory Response
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,cytokine production involved in inflammatory response,increases,APP,CBM,cytokine production involved in inflammatory response APP,cytokine production involved in inflammatory response app,Immune and Inflammatory Response
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,cytokine production involved in inflammatory response,increases,MAPT,CBM,cytokine production involved in inflammatory response MAPT,cytokine production involved in inflammatory response mapt,Immune and Inflammatory Response
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,APP,increases,Nerve Degeneration,CBM,APP Nerve Degeneration,app nerve degeneration,Immune and Inflammatory Response
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,MAPT,increases,Nerve Degeneration,CBM,MAPT Nerve Degeneration,mapt nerve degeneration,Viral Entry and Neuroinvasion
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,Nerve Degeneration,increases,Alzheimer's disease,CBM,Nerve Degeneration Alzheimer's disease,nerve degeneration alzheimer's disease,Psychological and Neurological Symptoms
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,NLRP3,increases,NLRP3 inflammasome complex,CBM,NLRP3 NLRP3 inflammasome complex,nlrp3 nlrp3 inflammasome complex,Immune and Inflammatory Response
image_23,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,36089575,COVID-19,Missing,Missing,MAS1,decreases,cytokine production involved in inflammatory response,CBM,MAS1 cytokine production involved in inflammatory response,mas1 cytokine production involved in inflammatory response,Immune and Inflammatory Response
image_24,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png,32623546,COVID-19,Prosencephalon; Autonomic Pathways,Missing,SARS-CoV-2 S binding to ACE2,increases,impaired neuron physiology,CBM,SARS-CoV-2 S binding to ACE2 impaired neuron physiology,sars cov 2 s binding to ace2 impaired neuron physiology,Systemic Cross-Organ Effects
image_24,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png,32623546,COVID-19,Prosencephalon; Autonomic Pathways,Missing,SARS-CoV-2 S binding to ACE2,increases,Nerve Degeneration,CBM,SARS-CoV-2 S binding to ACE2 Nerve Degeneration,sars cov 2 s binding to ace2 nerve degeneration,Systemic Cross-Organ Effects
image_24,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png,32623546,Missing,Lung,Missing,ACE2 expressing neuron,increases,respiratory failure,CBM,ACE2 expressing neuron respiratory failure,ace2 expressing neuron respiratory failure,Viral Entry and Neuroinvasion
image_24,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png,32623546,Missing,Missing,Missing,impaired neuron physiology,increases,respiratory failure,CBM,impaired neuron physiology respiratory failure,impaired neuron physiology respiratory failure,Systemic Cross-Organ Effects
image_24,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png,32623546,Missing,Missing,Missing,Nerve Degeneration,increases,respiratory failure,CBM,Nerve Degeneration respiratory failure,nerve degeneration respiratory failure,Systemic Cross-Organ Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,"Stress, Psychological",Missing,Missing,Physical Distancing,increases,"Stress, Psychological",CBM,"Physical Distancing Stress, Psychological","physical distancing stress, psychological",Psychological and Neurological Symptoms
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,"Stress, Psychological",Missing,Missing,Social Distancing,increases,"Stress, Psychological",CBM,"Social Distancing Stress, Psychological","social distancing stress, psychological",Psychological and Neurological Symptoms
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,"Stress, Psychological",Missing,Missing,Limited outdoor activity,decreases,"Stress, Psychological",CBM,"Limited outdoor activity Stress, Psychological","limited outdoor activity stress, psychological",Psychological and Neurological Symptoms
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,"Stress, Psychological",Missing,Missing,Stereotyping,increases,"Stress, Psychological",CBM,"Stereotyping Stress, Psychological","stereotyping stress, psychological",Psychological and Neurological Symptoms
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,"Stress, Psychological",Missing,Missing,Social Discrimination,increases,"Stress, Psychological",CBM,"Social Discrimination Stress, Psychological","social discrimination stress, psychological",Psychological and Neurological Symptoms
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,"Stress, Psychological",Missing,Missing,health overconcern,increases,"Stress, Psychological",CBM,"health overconcern Stress, Psychological","health overconcern stress, psychological",Psychological and Neurological Symptoms
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,"Stress, Psychological",Missing,Missing,misinformation,increases,"Stress, Psychological",CBM,"misinformation Stress, Psychological","misinformation stress, psychological",Psychological and Neurological Symptoms
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,"Stress, Psychological",Missing,Missing,"Stress, Psychological",increases,acute psychosis,CBM,"Stress, Psychological acute psychosis","stress, psychological acute psychosis",Psychological and Neurological Symptoms
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,"Stress, Psychological",Missing,Missing,"Stress, Psychological",increases,anxiety,CBM,"Stress, Psychological anxiety","stress, psychological anxiety",Psychological and Neurological Symptoms
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,"Stress, Psychological",Missing,Missing,"Stress, Psychological",increases,depression,CBM,"Stress, Psychological depression","stress, psychological depression",Psychological and Neurological Symptoms
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,"Stress, Psychological",Missing,Missing,"Stress, Psychological",increases,sleep disturbance,CBM,"Stress, Psychological sleep disturbance","stress, psychological sleep disturbance",Psychological and Neurological Symptoms
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,COVID-19,Missing,Missing,COVID-19,increases,Upper Respiratory Tract Infection,CBM,COVID-19 Upper Respiratory Tract Infection,covid 19 upper respiratory tract infection,Systemic Cross-Organ Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,COVID-19,Missing,Missing,COVID-19,increases,Lower Respiratory Tract Infection,CBM,COVID-19 Lower Respiratory Tract Infection,covid 19 lower respiratory tract infection,Systemic Cross-Organ Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,COVID-19,Missing,Missing,COVID-19,increases,Immune dysregulation,CBM,COVID-19 Immune dysregulation,covid 19 immune dysregulation,Systemic Cross-Organ Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,COVID-19,Missing,Missing,COVID-19,increases,neuron apoptotic process,CBM,COVID-19 neuron apoptotic process,covid 19 neuron apoptotic process,Systemic Cross-Organ Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,COVID-19,Missing,Missing,COVID-19,increases,Neurodegeneration,CBM,COVID-19 Neurodegeneration,covid 19 neurodegeneration,Systemic Cross-Organ Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,COVID-19,Missing,Missing,COVID-19,increases,abnormal dopamine metabolism,CBM,COVID-19 abnormal dopamine metabolism,covid 19 abnormal dopamine metabolism,Systemic Cross-Organ Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,"Systemic illness; Stress, Psychological",Missing,Missing,Parkinson's disease,increases,Motor deterioration,CBM,Parkinson's disease Motor deterioration,parkinson's disease motor deterioration,Vascular Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,"Systemic illness; Stress, Psychological",Missing,Missing,Parkinson's disease,increases,Sedentary Lifestyle,CBM,Parkinson's disease Sedentary Lifestyle,parkinson's disease sedentary lifestyle,Vascular Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,Respiratory complication,Missing,Missing,Parkinson's disease,increases,Restrictive ventilatory defect,CBM,Parkinson's disease Restrictive ventilatory defect,parkinson's disease restrictive ventilatory defect,Vascular Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,Respiratory complication,Missing,Missing,Parkinson's disease,increases,Upper airway obstruction,CBM,Parkinson's disease Upper airway obstruction,parkinson's disease upper airway obstruction,Systemic Cross-Organ Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,Respiratory complication,Missing,Missing,Parkinson's disease,increases,aspiration pneumonia,CBM,Parkinson's disease aspiration pneumonia,parkinson's disease aspiration pneumonia,Systemic Cross-Organ Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,Respiratory complication,Missing,Missing,Parkinson's disease,increases,Deglutition Disorders,CBM,Parkinson's disease Deglutition Disorders,parkinson's disease deglutition disorders,Vascular Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,Respiratory complication,Missing,Missing,Parkinson's disease,increases,clearing recreations,CBM,Parkinson's disease clearing recreations,parkinson's disease clearing recreations,Vascular Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,Respiratory complication,Missing,Missing,Parkinson's disease,increases,respiratory centre involvement,CBM,Parkinson's disease respiratory centre involvement,parkinson's disease respiratory centre involvement,Vascular Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,gastrointestinal system disease,Missing,Missing,Parkinson's disease,increases,gastroparesis,CBM,Parkinson's disease gastroparesis,parkinson's disease gastroparesis,Vascular Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,gastrointestinal system disease,Missing,Missing,Parkinson's disease,increases,diarrhea,CBM,Parkinson's disease diarrhea,parkinson's disease diarrhea,Vascular Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,gastrointestinal system disease,Missing,Missing,gastrointestinal system disease,increases,diarrhea,CBM,gastrointestinal system disease diarrhea,gastrointestinal system disease diarrhea,Systemic Cross-Organ Effects
image_25,https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg,32344993,Missing,Missing,Missing,Parkinson's disease,decreases,drug absorption,CBM,Parkinson's disease drug absorption,parkinson's disease drug absorption,Vascular Effects
image_26,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png,35028901,COVID-19,Missing,astrocyte; endothelial cell; lymphocyte; mast cell; microglial cell; neuron; pericyte,SARS-CoV-2 Spike Glycoprotein,increases,endothelial damage,CBM,SARS-CoV-2 Spike Glycoprotein endothelial damage,sars cov 2 spike glycoprotein endothelial damage,Systemic Cross-Organ Effects
image_26,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png,35028901,COVID-19,Missing,astrocyte; endothelial cell; lymphocyte; mast cell; microglial cell; neuron; pericyte,SARS-CoV-2 Spike Glycoprotein,increases,inflammation,CBM,SARS-CoV-2 Spike Glycoprotein inflammation,sars cov 2 spike glycoprotein inflammation,Systemic Cross-Organ Effects
image_26,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png,35028901,COVID-19,Missing,astrocyte; endothelial cell; lymphocyte; mast cell; microglial cell; neuron; pericyte,SARS-CoV-2 Spike Glycoprotein,increases,toxic encephalopathy,CBM,SARS-CoV-2 Spike Glycoprotein toxic encephalopathy,sars cov 2 spike glycoprotein toxic encephalopathy,Systemic Cross-Organ Effects
image_26,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png,35028901,COVID-19,Missing,astrocyte; endothelial cell; lymphocyte; mast cell; microglial cell; neuron; pericyte,endothelial damage,increases,Post-Acute COVID-19 Syndrome,CBM,endothelial damage Post-Acute COVID-19 Syndrome,endothelial damage post acute covid 19 syndrome,Systemic Cross-Organ Effects
image_26,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png,35028901,COVID-19,Missing,astrocyte; endothelial cell; lymphocyte; mast cell; microglial cell; neuron; pericyte,inflammation,increases,Post-Acute COVID-19 Syndrome,CBM,inflammation Post-Acute COVID-19 Syndrome,inflammation post acute covid 19 syndrome,Systemic Cross-Organ Effects
image_26,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png,35028901,COVID-19,Missing,astrocyte; endothelial cell; lymphocyte; mast cell; microglial cell; neuron; pericyte,toxic encephalopathy,increases,Post-Acute COVID-19 Syndrome,CBM,toxic encephalopathy Post-Acute COVID-19 Syndrome,toxic encephalopathy post acute covid 19 syndrome,Neurodegenerative Mechanisms
image_26,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png,35028901,Missing,Blood-Brain Barrier,Missing,Severe acute respiratory syndrome coronavirus 2,increases,impaired blood-brain barrier function,CBM,Severe acute respiratory syndrome coronavirus 2 impaired blood-brain barrier function,severe acute respiratory syndrome coronavirus 2 impaired blood brain barrier function,Systemic Cross-Organ Effects
image_27,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs13577-023-00988-2/MediaObjects/13577_2023_988_Fig1_HTML.png,37735344,COVID-19,Missing,Missing,SARS-CoV-2 Spike Protein S1,increases,docking of SNCA to receptor binding domain,CBM,SARS-CoV-2 Spike Protein S1 docking of SNCA to receptor binding domain,sars cov 2 spike protein s1 docking of snca to receptor binding domain,Systemic Cross-Organ Effects
image_27,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs13577-023-00988-2/MediaObjects/13577_2023_988_Fig1_HTML.png,37735344,COVID-19,Missing,Missing,SARS-CoV-2 Spike Protein S2,increases,docking of SNCA to receptor binding domain,CBM,SARS-CoV-2 Spike Protein S2 docking of SNCA to receptor binding domain,sars cov 2 spike protein s2 docking of snca to receptor binding domain,Systemic Cross-Organ Effects
image_27,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs13577-023-00988-2/MediaObjects/13577_2023_988_Fig1_HTML.png,37735344,COVID-19,Missing,Missing,docking of SNCA to receptor binding domain,increases,SNCA aggregation,CBM,docking of SNCA to receptor binding domain SNCA aggregation,docking of snca to receptor binding domain snca aggregation,Viral Entry and Neuroinvasion
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,COVID-19,Brain,Missing,COVID-19,increases,encephalitis,CBM,COVID-19 encephalitis,covid 19 encephalitis,Systemic Cross-Organ Effects
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,COVID-19,Brain,Missing,encephalitis,increases,seizure,CBM,encephalitis seizure,encephalitis seizure,Immune and Inflammatory Response
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,COVID-19,Brain,Missing,COVID-19,increases,inflammation,CBM,COVID-19 inflammation,covid 19 inflammation,Systemic Cross-Organ Effects
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,COVID-19,Brain,Missing,blood coagulation,increases,Ischemic Stroke,CBM,blood coagulation Ischemic Stroke,blood coagulation ischemic stroke,Vascular Effects
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,COVID-19,Brain,Missing,inflammation,increases,encephalopathy,CBM,inflammation encephalopathy,inflammation encephalopathy,Immune and Inflammatory Response
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Lung,Missing,COVID-19,increases,systemic inflammation,CBM,COVID-19 systemic inflammation,covid 19 systemic inflammation,Systemic Cross-Organ Effects
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Lung,Missing,systemic inflammation,increases,seizure,CBM,systemic inflammation seizure,systemic inflammation seizure,Viral Entry and Neuroinvasion
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Lung,Missing,systemic inflammation,increases,encephalopathy,CBM,systemic inflammation encephalopathy,systemic inflammation encephalopathy,Immune and Inflammatory Response
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Lung,Missing,hypoxia,increases,seizure,CBM,hypoxia seizure,hypoxia seizure,Systemic Cross-Organ Effects
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Lung,Missing,hypoxia,increases,encephalopathy,CBM,hypoxia encephalopathy,hypoxia encephalopathy,Systemic Cross-Organ Effects
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Blood Vessels,Missing,systemic inflammation,increases,blood coagulation,CBM,systemic inflammation blood coagulation,systemic inflammation blood coagulation,Vascular Effects
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Blood Vessels,Missing,SARS-CoV-2 S binding to ACE2,increases,angiotensin II,CBM,SARS-CoV-2 S binding to ACE2 angiotensin II,sars cov 2 s binding to ace2 angiotensin ii,Viral Entry and Neuroinvasion
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Blood Vessels,Missing,angiotensin II,increases,inflammation,CBM,angiotensin II inflammation,angiotensin ii inflammation,Viral Entry and Neuroinvasion
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Blood Vessels,Missing,angiotensin II,increases,endothelial damage,CBM,angiotensin II endothelial damage,angiotensin ii endothelial damage,Viral Entry and Neuroinvasion
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Blood Vessels,Missing,inflammation,increases,blood coagulation,CBM,inflammation blood coagulation,inflammation blood coagulation,Vascular Effects
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Blood Vessels,Missing,endothelial damage,increases,blood coagulation,CBM,endothelial damage blood coagulation,endothelial damage blood coagulation,Vascular Effects
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Blood Vessels,Missing,angiotensin II,increases,vasoconstriction,CBM,angiotensin II vasoconstriction,angiotensin ii vasoconstriction,Viral Entry and Neuroinvasion
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Blood Vessels,Missing,angiotensin II,increases,fluid retention,CBM,angiotensin II fluid retention,angiotensin ii fluid retention,Viral Entry and Neuroinvasion
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Blood Vessels,Missing,vasoconstriction,increases,hypertension,CBM,vasoconstriction hypertension,vasoconstriction hypertension,Vascular Effects
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Blood Vessels,Missing,fluid retention,increases,hypertension,CBM,fluid retention hypertension,fluid retention hypertension,Vascular Effects
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Blood Vessels,Missing,hypertension,increases,Cerebral Hemorrhage,CBM,hypertension Cerebral Hemorrhage,hypertension cerebral hemorrhage,Vascular Effects
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Missing,Missing,COVID-19,increases,Myalgia,CBM,COVID-19 Myalgia,covid 19 myalgia,Systemic Cross-Organ Effects
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Missing,Missing,COVID-19,increases,Anosmia,CBM,COVID-19 Anosmia,covid 19 anosmia,Systemic Cross-Organ Effects
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Missing,Missing,COVID-19,increases,Ageusia,CBM,COVID-19 Ageusia,covid 19 ageusia,Systemic Cross-Organ Effects
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Missing,Missing,COVID-19,increases,headache,CBM,COVID-19 headache,covid 19 headache,Systemic Cross-Organ Effects
