image,subject,relation,object
image_49.jpg,of,interacts_with,virus
image_49.jpg,virus,interacts_with,virus
image_49.jpg,synthesis,interacts_with,synthesis
image_49.jpg,virus,interacts_with,virus
image_49.jpg,of,interacts_with,of
image_49.jpg,Uptake,interacts_with,of
image_49.jpg,Uptake,interacts_with,Uptake
image_49.jpg,Uptake,interacts_with,Uptake
image_49.jpg,Uptake,interacts_with,Uptake
image_49.jpg,SARS-CoV-2,decreases,SARS-CoV-2
image_49.jpg,Uptake,interacts_with,Uptake
image_49.jpg,Uptake,interacts_with,Uptake
image_49.jpg,of,interacts_with,of
image_49.jpg,leakage,interacts_with,leakage
image_49.jpg,leakage,interacts_with,leakage
image_49.jpg,leakage,interacts_with,leakage
image_49.jpg,leakage,interacts_with,leakage
image_49.jpg,Inflammation-induced,decreases,leakage
image_49.jpg,Ss,interacts_with,Ss
image_49.jpg,Ss,interacts_with,Ss
image_49.jpg,SARS-CoV-2,decreases,Viral
image_49.jpg,leakage,interacts_with,leakage
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Ss,interacts_with,Ss
image_49.jpg,Structural,interacts_with,Proteins
image_49.jpg,Accessory,interacts_with,.
image_49.jpg,Ss,interacts_with,Accessory
image_49.jpg,Ss,interacts_with,Ss
image_49.jpg,protein,interacts_with,protein
image_49.jpg,Viral,interacts_with,Viral
image_49.jpg,protein,interacts_with,protein
image_49.jpg,protein,interacts_with,protein
image_49.jpg,protein,interacts_with,protein
image_49.jpg,protein,interacts_with,protein
image_49.jpg,synthesis,interacts_with,protein
image_49.jpg,Viral,interacts_with,Viral
image_49.jpg,Viral,interacts_with,Viral
image_49.jpg,protein,interacts_with,protein
image_49.jpg,Viral,interacts_with,Viral
image_49.jpg,Viral,interacts_with,Viral
image_49.jpg,virus,interacts_with,virus
image_49.jpg,Inflammation-induced,decreases,leakage
image_49.jpg,Ss,interacts_with,Ss
image_49.jpg,leakage,interacts_with,leakage
image_49.jpg,leakage,interacts_with,leakage
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,leakage,interacts_with,leakage
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Ss,interacts_with,Ss
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,leakage,interacts_with,BBB
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,virus,interacts_with,Viral
image_49.jpg,Ss,interacts_with,Ss
image_49.jpg,Fibris,interacts_with,Ss
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,leakage,interacts_with,leakage
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Ss,interacts_with,Ss
image_49.jpg,Ss,interacts_with,Accessory
image_49.jpg,Fibris,interacts_with,Ss
image_49.jpg,Ss,interacts_with,Ss
image_49.jpg,Fibris,interacts_with,Fibris
image_49.jpg,Fibris,interacts_with,Fibris
image_49.jpg,Amyloid,interacts_with,Amyloid
image_49.jpg,Amyloid,interacts_with,Amyloid
image_49.jpg,Fibris,interacts_with,Fibris
image_49.jpg,Fibris,interacts_with,Fibris
image_49.jpg,Amyloid,interacts_with,Amyloid
image_49.jpg,Amyloid,interacts_with,Amyloid
image_49.jpg,Fibris,interacts_with,Fibris
image_49.jpg,Fibris,interacts_with,Fibris
image_49.jpg,Amyloid,interacts_with,Fibris
image_49.jpg,Amyloid,interacts_with,Amyloid
image_49.jpg,Amyloid,interacts_with,Amyloid
image_49.jpg,Ss,interacts_with,Ss
image_49.jpg,Ss,interacts_with,Ss
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,Inflammation-induced,decreases,BBB
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Viral,interacts_with,Viral
image_49.jpg,Inflammation-induced,decreases,BBB
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Amyloid,interacts_with,Ss
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,°,decreases,Inflammation-induced
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Viral,interacts_with,Amyloid
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Uptake,interacts_with,of
image_49.jpg,Uptake,interacts_with,Uptake
image_49.jpg,of,interacts_with,Viral
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,Accessory,interacts_with,.
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Ss,interacts_with,Ss
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Ss,interacts_with,Accessory
image_49.jpg,Ss,interacts_with,Ss
image_49.jpg,Ss,interacts_with,Ss
image_49.jpg,Fibris,interacts_with,Ss
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,°,interacts_with,°
image_49.jpg,Fibris,interacts_with,Fibris
image_49.jpg,virus,interacts_with,Viral
image_49.jpg,.,interacts_with,.
image_49.jpg,Viral,interacts_with,Viral
image_49.jpg,of,interacts_with,of
image_49.jpg,Fibris,interacts_with,Fibris
image_49.jpg,Fibris,interacts_with,Fibris
image_49.jpg,Amyloid,interacts_with,Amyloid
image_49.jpg,Amyloid,interacts_with,Amyloid
image_49.jpg,protein,interacts_with,Amyloid
image_49.jpg,Viral,interacts_with,Viral
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,°,interacts_with,°
image_49.jpg,Amyloid,interacts_with,Fibris
image_49.jpg,virus,interacts_with,virus
image_49.jpg,virus,interacts_with,virus
image_49.jpg,virus,interacts_with,virus
image_49.jpg,of,interacts_with,of
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Uptake,interacts_with,Uptake
image_49.jpg,protein,interacts_with,protein
image_49.jpg,Viral,interacts_with,protein
image_49.jpg,Viral,interacts_with,Viral
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Uptake,interacts_with,Uptake
image_49.jpg,Uptake,interacts_with,Uptake
image_49.jpg,virus,interacts_with,virus
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,°,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,°,interacts_with,°
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,storm,interacts_with,BBB
image_49.jpg,|,interacts_with,|
image_49.jpg,°,interacts_with,°
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,°,interacts_with,°
image_49.jpg,Inflammation-induced,decreases,storm
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,storm,interacts_with,storm
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,storm,interacts_with,storm
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,storm,interacts_with,storm
image_49.jpg,°,decreases,Inflammation-induced
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,°,interacts_with,°
image_49.jpg,storm,interacts_with,storm
image_49.jpg,storm,interacts_with,storm
image_49.jpg,storm,interacts_with,storm
image_49.jpg,storm,interacts_with,storm
image_49.jpg,°,interacts_with,°
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,storm,interacts_with,storm
image_49.jpg,°,decreases,Inflammation-induced
image_49.jpg,storm,interacts_with,storm
image_49.jpg,°,interacts_with,°
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,storm,interacts_with,storm
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,storm,interacts_with,storm
image_49.jpg,°,interacts_with,°
image_49.jpg,storm,interacts_with,storm
image_49.jpg,storm,interacts_with,storm
image_49.jpg,Inflammation-induced,decreases,Inflammation-induced
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,storm,interacts_with,storm
image_49.jpg,°,interacts_with,°
image_49.jpg,storm,interacts_with,storm
image_49.jpg,°,interacts_with,°
image_49.jpg,storm,interacts_with,storm
image_49.jpg,°,interacts_with,°
image_49.jpg,storm,interacts_with,storm
image_49.jpg,°,interacts_with,°
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,storm,interacts_with,storm
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,storm,interacts_with,storm
image_49.jpg,storm,interacts_with,storm
image_49.jpg,|,interacts_with,|
image_49.jpg,storm,interacts_with,storm
image_49.jpg,°,interacts_with,°
image_49.jpg,Inflammation-induced,decreases,BBB
image_49.jpg,°,interacts_with,°
image_49.jpg,storm,interacts_with,storm
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,storm,interacts_with,storm
image_49.jpg,storm,interacts_with,storm
image_49.jpg,storm,interacts_with,storm
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,storm,interacts_with,storm
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,storm,interacts_with,storm
image_49.jpg,AB,interacts_with,AB
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,°,interacts_with,°
image_49.jpg,binding,interacts_with,binding
image_49.jpg,binding,interacts_with,binding
image_49.jpg,Fibris,interacts_with,AB
image_49.jpg,binding,interacts_with,|
image_49.jpg,binding,interacts_with,binding
image_49.jpg,Fibris,interacts_with,Fibris
image_49.jpg,Fibris,interacts_with,Fibris
image_49.jpg,xs,interacts_with,Amyloid
image_49.jpg,COQ,interacts_with,xs
image_49.jpg,Fibris,interacts_with,Fibris
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,binding,interacts_with,binding
image_49.jpg,AB,interacts_with,binding
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,Amyloid,interacts_with,Amyloid
image_49.jpg,AB,interacts_with,AB
image_49.jpg,AB,interacts_with,AB
image_49.jpg,Amyloid,interacts_with,Fibris
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,COQ
image_49.jpg,Amyloid,interacts_with,Amyloid
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,BBB,interacts_with,Uptake
image_49.jpg,°,interacts_with,°
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,°,decreases,Inflammation-induced
image_49.jpg,storm,interacts_with,storm
image_49.jpg,Uptake,interacts_with,receptor
image_49.jpg,Fibris,interacts_with,Ss
image_49.jpg,to,interacts_with,to
image_49.jpg,to,interacts_with,AB
image_49.jpg,Wh,interacts_with,|
image_49.jpg,Fibris,interacts_with,to
image_49.jpg,xs,interacts_with,xs
image_49.jpg,xs,interacts_with,xs
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,binding,interacts_with,binding
image_49.jpg,binding,interacts_with,binding
image_49.jpg,to,interacts_with,to
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,Amyloid,interacts_with,Amyloid
image_49.jpg,receptor,interacts_with,COQ
image_49.jpg,BBB,interacts_with,receptor
image_49.jpg,xs,interacts_with,xs
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,binding,interacts_with,|
image_49.jpg,binding,interacts_with,binding
image_49.jpg,AB,interacts_with,AB
image_49.jpg,AB,interacts_with,AB
image_49.jpg,Amyloid,interacts_with,Fibris
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,Amyloid,interacts_with,Spike
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,°,interacts_with,°
image_49.jpg,|,interacts_with,|
image_49.jpg,to,interacts_with,AB
image_49.jpg,to,interacts_with,to
image_49.jpg,binding,interacts_with,binding
image_49.jpg,binding,interacts_with,binding
image_49.jpg,to,interacts_with,to
image_49.jpg,to,interacts_with,to
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,storm,interacts_with,storm
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,xs,interacts_with,Spike
image_49.jpg,xs,interacts_with,xs
image_49.jpg,AB,interacts_with,AB
image_49.jpg,°,interacts_with,°
image_49.jpg,xs,interacts_with,xs
image_49.jpg,COQ,interacts_with,xs
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,binding,interacts_with,|
image_49.jpg,binding,interacts_with,binding
image_49.jpg,AB,interacts_with,AB
image_49.jpg,AB,interacts_with,AB
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,storm,interacts_with,storm
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,BBB,interacts_with,BBB
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,|,interacts_with,|
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,|,interacts_with,|
image_49.jpg,xs,interacts_with,xs
image_49.jpg,binding,interacts_with,binding
image_49.jpg,binding,interacts_with,binding
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,xs,interacts_with,Spike
image_49.jpg,xs,interacts_with,xs
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,xs,interacts_with,xs
image_49.jpg,COQ,interacts_with,xs
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,binding,interacts_with,|
image_49.jpg,binding,interacts_with,binding
image_49.jpg,AB,interacts_with,binding
image_49.jpg,AB,interacts_with,AB
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,°,interacts_with,°
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,to,interacts_with,AB
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,xs,interacts_with,xs
image_49.jpg,Spike,interacts_with,to
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,COQ
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,binding,interacts_with,binding
image_49.jpg,binding,interacts_with,binding
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,AB,interacts_with,AB
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,xs,interacts_with,Spike
image_49.jpg,xs,interacts_with,xs
image_49.jpg,xs,interacts_with,xs
image_49.jpg,xs,interacts_with,xs
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,binding,interacts_with,|
image_49.jpg,binding,interacts_with,binding
image_49.jpg,AB,interacts_with,binding
image_49.jpg,AB,interacts_with,AB
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,to,interacts_with,to
image_49.jpg,storm,interacts_with,storm
image_49.jpg,storm,interacts_with,storm
image_49.jpg,|,interacts_with,Wh
image_49.jpg,storm,interacts_with,storm
image_49.jpg,storm,interacts_with,storm
image_49.jpg,xs,interacts_with,xs
image_49.jpg,°,interacts_with,°
image_49.jpg,binding,interacts_with,binding
image_49.jpg,binding,interacts_with,binding
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,to,interacts_with,AB
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,xs,interacts_with,Spike
image_49.jpg,xs,interacts_with,xs
image_49.jpg,receptor,interacts_with,COQ
image_49.jpg,COQ,interacts_with,xs
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,xs,interacts_with,xs
image_49.jpg,xs,interacts_with,xs
image_49.jpg,to,interacts_with,to
image_49.jpg,Spike,interacts_with,to
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,binding,interacts_with,binding
image_49.jpg,binding,interacts_with,binding
image_49.jpg,AB,interacts_with,binding
image_49.jpg,AB,interacts_with,AB
image_49.jpg,to,interacts_with,to
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,°,interacts_with,storm
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,AB,interacts_with,AB
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,Wh,interacts_with,|
image_49.jpg,COQ,interacts_with,|
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,BBB,interacts_with,COQ
image_49.jpg,\,interacts_with,\
image_49.jpg,storm,interacts_with,storm
image_49.jpg,storm,interacts_with,storm
image_49.jpg,storm,interacts_with,storm
image_49.jpg,storm,interacts_with,storm
image_49.jpg,storm,interacts_with,storm
image_49.jpg,storm,interacts_with,storm
image_49.jpg,\,interacts_with,\
image_49.jpg,|,interacts_with,|
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,storm,interacts_with,storm
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,\,interacts_with,\
image_49.jpg,°,interacts_with,\
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,COQ,interacts_with,COQ
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,|,interacts_with,|
image_49.jpg,receptor,interacts_with,receptor
image_49.jpg,|,interacts_with,|
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,|,interacts_with,|
image_49.jpg,|,interacts_with,|
image_49.jpg,COQ,interacts_with,xs
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,to,interacts_with,to
image_49.jpg,|,interacts_with,|
image_49.jpg,xs,interacts_with,xs
image_49.jpg,to,interacts_with,to
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,AB,interacts_with,AB
image_49.jpg,AB,interacts_with,AB
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,COQ,interacts_with,3
image_49.jpg,3,interacts_with,3
image_49.jpg,3,interacts_with,xs
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,ACE2,interacts_with,to
image_49.jpg,ACE2,interacts_with,ACE2
image_49.jpg,binding,interacts_with,ACE2
image_49.jpg,ACE2,interacts_with,ACE2
image_49.jpg,|,interacts_with,|
image_49.jpg,to,interacts_with,3
image_49.jpg,COQ,interacts_with,3
image_49.jpg,|,interacts_with,|
image_49.jpg,Wh,interacts_with,Wh
image_49.jpg,binding,interacts_with,binding
image_49.jpg,binding,interacts_with,binding
image_49.jpg,binding,interacts_with,binding
image_49.jpg,binding,interacts_with,binding
image_49.jpg,binding,interacts_with,binding
image_49.jpg,protein,interacts_with,AB
image_49.jpg,protein,interacts_with,protein
image_49.jpg,protein,interacts_with,protein
image_49.jpg,protein,interacts_with,protein
image_49.jpg,protein,interacts_with,protein
image_49.jpg,to,interacts_with,protein
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,storm,interacts_with,storm
image_49.jpg,protein,interacts_with,protein
image_49.jpg,binding,interacts_with,binding
image_49.jpg,AB,interacts_with,binding
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,\,interacts_with,\
image_49.jpg,binding,interacts_with,binding
image_49.jpg,binding,interacts_with,binding
image_49.jpg,to,interacts_with,to
image_49.jpg,binding,interacts_with,to
image_49.jpg,binding,interacts_with,binding
image_49.jpg,binding,interacts_with,binding
image_49.jpg,to,interacts_with,to
image_49.jpg,binding,interacts_with,binding
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,storm,interacts_with,storm
image_49.jpg,WS,interacts_with,WS
image_49.jpg,3,interacts_with,3
image_49.jpg,3,interacts_with,4
image_49.jpg,WS,interacts_with,WS
image_49.jpg,WS,interacts_with,Spike
image_49.jpg,4,interacts_with,WS
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,WS,interacts_with,Spike
image_49.jpg,|,interacts_with,|
image_49.jpg,to,interacts_with,3
image_49.jpg,protein,interacts_with,protein
image_49.jpg,protein,interacts_with,protein
image_49.jpg,protein,interacts_with,protein
image_49.jpg,binding,interacts_with,protein
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,protein,interacts_with,protein
image_49.jpg,protein,interacts_with,protein
image_49.jpg,Spike,interacts_with,binding
image_49.jpg,WS,interacts_with,WS
image_49.jpg,3,interacts_with,4
image_49.jpg,protein,interacts_with,protein
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,Spike,interacts_with,Spike
image_49.jpg,to,interacts_with,3
image_49.jpg,WS,interacts_with,WS
image_49.jpg,4,interacts_with,WS
image_49.jpg,WS,interacts_with,WS
image_49.jpg,WS,interacts_with,WS
image_49.jpg,|,interacts_with,storm
image_49.jpg,WS,interacts_with,WS
image_49.jpg,to,interacts_with,4
image_49.jpg,dementia,interacts_with,dementia
image_49.jpg,WS,interacts_with,WS
image_49.jpg,WS,interacts_with,WS
image_49.jpg,4,interacts_with,4
image_49.jpg,dementia,interacts_with,dementia
image_49.jpg,AD,interacts_with,AD
image_49.jpg,3,interacts_with,3
image_49.jpg,4,interacts_with,4
image_49.jpg,WS,interacts_with,Spike
image_49.jpg,WS,interacts_with,WS
image_49.jpg,4,interacts_with,WS
image_49.jpg,WS,interacts_with,WS
image_49.jpg,extracellular,interacts_with,3
image_49.jpg,WS,interacts_with,WS
image_49.jpg,4,interacts_with,WS
image_49.jpg,|,interacts_with,|
image_49.jpg,|,interacts_with,|
image_49.jpg,SARS-CoV-2,decreases,SARS-CoV-2
image_49.jpg,SARS-CoV-2,decreases,SARS-CoV-2
image_49.jpg,SARS-CoV-2,decreases,SARS-CoV-2
image_49.jpg,SARS-CoV-2,decreases,SARS-CoV-2
image_49.jpg,SARS-CoV-2,decreases,SARS-CoV-2
image_49.jpg,intracellular,interacts_with,WS
image_49.jpg,|,interacts_with,|
image_49.jpg,epithelium,interacts_with,epithelium
image_49.jpg,|,interacts_with,epithelium
image_49.jpg,Extracellular,interacts_with,Extracellular
image_49.jpg,Extracellular,interacts_with,Extracellular
image_49.jpg,Extracellular,interacts_with,Extracellular
image_49.jpg,Extracellular,interacts_with,Extracellular
image_49.jpg,Extracellular,interacts_with,Extracellular
image_49.jpg,Extracellular,interacts_with,Extracellular
image_49.jpg,Extracellular,interacts_with,Extracellular
image_49.jpg,Extracellular,interacts_with,Extracellular
image_49.jpg,intracellular,interacts_with,spaces
image_49.jpg,|,interacts_with,|
image_49.jpg,intracellular,interacts_with,intracellular
image_49.jpg,Extracellular,interacts_with,Extracellular
image_49.jpg,Extracellular,interacts_with,Extracellular
image_49.jpg,Extracellular,interacts_with,Extracellular
image_49.jpg,Extracellular,interacts_with,Extracellular
image_49.jpg,Extracellular,interacts_with,Extracellular
image_49.jpg,SARS-CoV-2,decreases,SARS-CoV-2
